x,u
0,0
0.0909091,0.00112697
0.181818,0.00225394
0.272727,0.00338091
0.363636,0.00450789
0.454545,0.00563486
0.545455,0.00676183
0.636364,0.00706236
0.727273,0.00653644
0.818182,0.00518407
0.909091,0.00300526
1,0
