60
6.283185307179586	2173000.0	104000.0
12.566370614359172	2216000.0	126000.0
18.84955592153876	2247000.0	141000.0
25.132741228718345	2272000.0	152000.0
31.41592653589793	2293000.0	161000.0
37.69911184307752	2310000.0	169000.0
43.982297150257104	2325000.0	177000.0
50.26548245743669	2338000.0	183000.0
56.548667764616276	2354000.0	189000.0
62.83185307179586	2365000.0	194000.0
69.11503837897544	2375000.0	198000.0
75.39822368615503	2385000.0	203000.0
81.68140899333463	2394000.0	207000.0
87.96459430051421	2403000.0	210000.0
94.24777960769379	2411000.0	215000.0
100.53096491487338	2419000.0	218000.0
106.81415022205297	2426000.0	222000.0
113.09733552923255	2433000.0	225000.0
119.38052083641213	2440000.0	228000.0
125.66370614359172	2447000.0	232000.0
131.94689145077132	2453000.0	236000.0
138.23007675795088	2459000.0	238000.0
144.51326206513048	2465000.0	240000.0
150.79644737231007	2471000.0	244000.0
157.07963267948966	2476000.0	245000.0
163.36281798666926	2482000.0	249000.0
169.64600329384882	2487000.0	251000.0
175.92918860102841	2492000.0	254000.0
182.212373908208	2497000.0	258000.0
188.49555921538757	2503000.0	261000.0
194.77874452256717	2509000.0	261000.0
201.06192982974676	2512000.0	262000.0
207.34511513692635	2516000.0	265000.0
213.62830044410595	2520000.0	266000.0
219.9114857512855	2524000.0	269000.0
226.1946710584651	2529000.0	272000.0
232.4778563656447	2533000.0	275000.0
238.76104167282426	2537000.0	277000.0
245.04422698000386	2540000.0	277000.0
251.32741228718345	2546000.0	280000.0
257.610597594363	2549000.0	284000.0
263.89378290154264	2551000.0	284000.0
270.1769682087222	2555000.0	285000.0
276.46015351590177	2560000.0	288000.0
282.7433388230814	2564000.0	289000.0
289.02652413026095	2567000.0	291000.0
295.3097094374406	2571000.0	293000.0
301.59289474462014	2572000.0	296000.0
307.8760800517997	2581000.0	297000.0
314.1592653589793	2578000.0	297000.0
320.4424506661589	2584000.0	299000.0
326.7256359733385	2589000.0	301000.0
333.0088212805181	2591000.0	304000.0
339.29200658769764	2594000.0	306000.0
345.57519189487726	2598000.0	307000.0
351.85837720205683	2602000.0	309000.0
358.1415625092364	2606000.0	310000.0
364.424747816416	2608000.0	313000.0
370.7079331235956	2613000.0	314000.0
376.99111843077515	2616000.0	315000.0
